kind,location,area,geocode,rung,slot,query,place,address,distance_km
NORMAL,강릉,"경포호·경포해변 일대",HIT,AREA,MEAL,"경포호","강릉짬뽕순두부 동화가든 본점","강원특별자치도 강릉시 초당순두부길77번길 15 동화가든",1.188
NORMAL,강릉,"경포호·경포해변 일대",HIT,AREA,MEAL,"경포호","나상명강릉초당순두부","강원특별자치도 강릉시 초당순두부길77번길 16 1층 나상명강릉초당순두부",1.213
NORMAL,강릉,"경포호·경포해변 일대",HIT,AREA,MEAL,"경포호","경포동해횟집","강원특별자치도 강릉시 창해로 491 경포동해횟집",1.082
NORMAL,강릉,"경포호·경포해변 일대",HIT,AREA,MEAL,"경포호","초당훈이순두부짬뽕","강원특별자치도 강릉시 초당순두부길55번길 38 1층 102호",1.069
NORMAL,강릉,"경포호·경포해변 일대",HIT,ANCHOR,MEAL,"경포호","강릉짬뽕순두부 동화가든 본점","강원특별자치도 강릉시 초당순두부길77번길 15 동화가든",1.188
NORMAL,강릉,"경포호·경포해변 일대",HIT,ANCHOR,MEAL,"경포호","나상명강릉초당순두부","강원특별자치도 강릉시 초당순두부길77번길 16 1층 나상명강릉초당순두부",1.213
NORMAL,강릉,"경포호·경포해변 일대",HIT,ANCHOR,MEAL,"경포호","경포동해횟집","강원특별자치도 강릉시 창해로 491 경포동해횟집",1.082
NORMAL,강릉,"경포호·경포해변 일대",HIT,ANCHOR,MEAL,"경포호","초당훈이순두부짬뽕","강원특별자치도 강릉시 초당순두부길55번길 38 1층 102호",1.069
NORMAL,강릉,"경포호·경포해변 일대",HIT,LOCATION,MEAL,"강릉","강릉짬뽕순두부 동화가든 본점","강원특별자치도 강릉시 초당순두부길77번길 15 동화가든",1.188
NORMAL,강릉,"경포호·경포해변 일대",HIT,LOCATION,MEAL,"강릉","강릉 수제 어묵고로케","강원특별자치도 강릉시 금성로13번길 8 1층",4.633
NORMAL,강릉,"경포호·경포해변 일대",HIT,LOCATION,MEAL,"강릉","배니닭강정","강원특별자치도 강릉시 금성로13번길 3-1 (성남동)",4.603
NORMAL,강릉,"경포호·경포해변 일대",HIT,AREA,CAFE,"경포호","카페 툇마루","강원특별자치도 강릉시 난설헌로 232 카페 툇마루",1.107
NORMAL,강릉,"경포호·경포해변 일대",HIT,AREA,CAFE,"경포호","갤러리밥스","강원특별자치도 강릉시 난설헌로 144 82-7 갤러리밥스",1.051
NORMAL,강릉,"경포호·경포해변 일대",HIT,AREA,CAFE,"경포호","테라로사 경포호수점","강원특별자치도 강릉시 난설헌로 145",0.970
NORMAL,강릉,"경포호·경포해변 일대",HIT,AREA,CAFE,"경포호","강원옥 찹쌀떡","강원특별자치도 강릉시 초당순두부길 89-8 1층",1.197
NORMAL,강릉,"경포호·경포해변 일대",HIT,ANCHOR,CAFE,"경포호","카페 툇마루","강원특별자치도 강릉시 난설헌로 232 카페 툇마루",1.107
NORMAL,강릉,"경포호·경포해변 일대",HIT,ANCHOR,CAFE,"경포호","갤러리밥스","강원특별자치도 강릉시 난설헌로 144 82-7 갤러리밥스",1.051
NORMAL,강릉,"경포호·경포해변 일대",HIT,ANCHOR,CAFE,"경포호","테라로사 경포호수점","강원특별자치도 강릉시 난설헌로 145",0.970
NORMAL,강릉,"경포호·경포해변 일대",HIT,ANCHOR,CAFE,"경포호","강원옥 찹쌀떡","강원특별자치도 강릉시 초당순두부길 89-8 1층",1.197
NORMAL,강릉,"경포호·경포해변 일대",HIT,LOCATION,CAFE,"강릉","카페 이진리","강원특별자치도 강릉시 임영로 234 이진리",3.826
NORMAL,강릉,"경포호·경포해변 일대",HIT,LOCATION,CAFE,"강릉","테라로사 커피공장 강릉본점","강원특별자치도 강릉시 구정면 현천길 7",11.050
NORMAL,강릉,"경포호·경포해변 일대",HIT,LOCATION,CAFE,"강릉","강릉카페 체크이스트","강원특별자치도 강릉시 강변북길 153 체크이스트",3.398
NORMAL,강릉,"경포호·경포해변 일대",HIT,LOCATION,CAFE,"강릉","곳","강원특별자치도 강릉시 사천면 진리해변길 143",5.923
NORMAL,강릉,"경포호·경포해변 일대",HIT,LOCATION,CAFE,"강릉","346커피스토리","강원특별자치도 강릉시 창해로 348 나동1-3층 346커피스토리",1.476
NORMAL,강릉,"경포호·경포해변 일대",HIT,AREA,SHOPPING,"경포호","하나로마트 강릉원예농협 초당지점","강원특별자치도 강릉시 산양큰길 29",2.127
NORMAL,강릉,"경포호·경포해변 일대",HIT,AREA,SHOPPING,"경포호","31건어물","강원특별자치도 강릉시 난설헌로 259 1층",1.188
NORMAL,강릉,"경포호·경포해변 일대",HIT,AREA,SHOPPING,"경포호","원흥건어물","강원특별자치도 강릉시 창해로 376 원흥건어물",1.249
NORMAL,강릉,"경포호·경포해변 일대",HIT,AREA,SHOPPING,"경포호","월드마트","강원특별자치도 강릉시 연당길 74",1.696
NORMAL,강릉,"경포호·경포해변 일대",HIT,AREA,SHOPPING,"경포호","메종고니","강원특별자치도 강릉시 초당원길 19 상가동 104호(초당동)",1.831
NORMAL,강릉,"경포호·경포해변 일대",HIT,ANCHOR,SHOPPING,"경포호","하나로마트 강릉원예농협 초당지점","강원특별자치도 강릉시 산양큰길 29",2.127
NORMAL,강릉,"경포호·경포해변 일대",HIT,ANCHOR,SHOPPING,"경포호","31건어물","강원특별자치도 강릉시 난설헌로 259 1층",1.188
NORMAL,강릉,"경포호·경포해변 일대",HIT,ANCHOR,SHOPPING,"경포호","원흥건어물","강원특별자치도 강릉시 창해로 376 원흥건어물",1.249
NORMAL,강릉,"경포호·경포해변 일대",HIT,ANCHOR,SHOPPING,"경포호","월드마트","강원특별자치도 강릉시 연당길 74",1.696
NORMAL,강릉,"경포호·경포해변 일대",HIT,ANCHOR,SHOPPING,"경포호","메종고니","강원특별자치도 강릉시 초당원길 19 상가동 104호(초당동)",1.831
NORMAL,강릉,"경포호·경포해변 일대",HIT,LOCATION,SHOPPING,"강릉","이마트 강릉점","강원특별자치도 강릉시 경강로 2398-10",3.304
NORMAL,강릉,"경포호·경포해변 일대",HIT,LOCATION,SHOPPING,"강릉","홈플러스 강릉점","강원특별자치도 강릉시 경강로 2120 씨네몰",4.442
NORMAL,강릉,"경포호·경포해변 일대",HIT,LOCATION,SHOPPING,"강릉","강릉식자재마트","강원특별자치도 강릉시 정원로 68",4.390
NORMAL,강릉,"경포호·경포해변 일대",HIT,LOCATION,SHOPPING,"강릉","강릉축산농협 하나로마트 내곡점","강원특별자치도 강릉시 범일로 604",6.317
NORMAL,강릉,"경포호·경포해변 일대",HIT,LOCATION,SHOPPING,"강릉","하나로마트 강원양돈농협 본점","강원특별자치도 강릉시 솔올로 9",4.231
NORMAL,강릉,"경포호·경포해변 일대",HIT,AREA,ATTRACTION,"경포호","경포해변","강원특별자치도 강릉시 강문동 산1 -1,",1.220
NORMAL,강릉,"경포호·경포해변 일대",HIT,AREA,ATTRACTION,"경포호","경포호","강원특별자치도 강릉시 저동",0.345
NORMAL,강릉,"경포호·경포해변 일대",HIT,AREA,ATTRACTION,"경포호","강릉선교장","강원특별자치도 강릉시 운정길 63 선교장",1.806
NORMAL,강릉,"경포호·경포해변 일대",HIT,ANCHOR,ATTRACTION,"경포호","경포해변","강원특별자치도 강릉시 강문동 산1 -1,",1.220
NORMAL,강릉,"경포호·경포해변 일대",HIT,ANCHOR,ATTRACTION,"경포호","경포호","강원특별자치도 강릉시 저동",0.345
NORMAL,강릉,"경포호·경포해변 일대",HIT,ANCHOR,ATTRACTION,"경포호","강릉선교장","강원특별자치도 강릉시 운정길 63 선교장",1.806
NORMAL,강릉,"경포호·경포해변 일대",HIT,LOCATION,ATTRACTION,"강릉","하슬라아트월드","강원특별자치도 강릉시 강동면 율곡로 1441",13.654
NORMAL,강릉,"경포호·경포해변 일대",HIT,LOCATION,ATTRACTION,"강릉","경포해변","강원특별자치도 강릉시 강문동 산1 -1,",1.220
NORMAL,강릉,"경포호·경포해변 일대",HIT,LOCATION,ATTRACTION,"강릉","안목해변","강원특별자치도 강릉시 창해로14번길 20-1",4.742
NORMAL,강릉,"경포호·경포해변 일대",HIT,LOCATION,ATTRACTION,"강릉","오죽헌","강원특별자치도 강릉시 율곡로3139번길 24 오죽헌",2.838
NORMAL,강릉,"경포호·초당동 일대",HIT,AREA,MEAL,"경포호","강릉짬뽕순두부 동화가든 본점","강원특별자치도 강릉시 초당순두부길77번길 15 동화가든",1.188
NORMAL,강릉,"경포호·초당동 일대",HIT,AREA,MEAL,"경포호","나상명강릉초당순두부","강원특별자치도 강릉시 초당순두부길77번길 16 1층 나상명강릉초당순두부",1.213
NORMAL,강릉,"경포호·초당동 일대",HIT,AREA,MEAL,"경포호","경포동해횟집","강원특별자치도 강릉시 창해로 491 경포동해횟집",1.082
NORMAL,강릉,"경포호·초당동 일대",HIT,AREA,MEAL,"경포호","초당훈이순두부짬뽕","강원특별자치도 강릉시 초당순두부길55번길 38 1층 102호",1.069
NORMAL,강릉,"경포호·초당동 일대",HIT,ANCHOR,MEAL,"경포호","강릉짬뽕순두부 동화가든 본점","강원특별자치도 강릉시 초당순두부길77번길 15 동화가든",1.188
NORMAL,강릉,"경포호·초당동 일대",HIT,ANCHOR,MEAL,"경포호","나상명강릉초당순두부","강원특별자치도 강릉시 초당순두부길77번길 16 1층 나상명강릉초당순두부",1.213
NORMAL,강릉,"경포호·초당동 일대",HIT,ANCHOR,MEAL,"경포호","경포동해횟집","강원특별자치도 강릉시 창해로 491 경포동해횟집",1.082
NORMAL,강릉,"경포호·초당동 일대",HIT,ANCHOR,MEAL,"경포호","초당훈이순두부짬뽕","강원특별자치도 강릉시 초당순두부길55번길 38 1층 102호",1.069
NORMAL,강릉,"경포호·초당동 일대",HIT,LOCATION,MEAL,"강릉","강릉짬뽕순두부 동화가든 본점","강원특별자치도 강릉시 초당순두부길77번길 15 동화가든",1.188
NORMAL,강릉,"경포호·초당동 일대",HIT,LOCATION,MEAL,"강릉","강릉 수제 어묵고로케","강원특별자치도 강릉시 금성로13번길 8 1층",4.633
NORMAL,강릉,"경포호·초당동 일대",HIT,LOCATION,MEAL,"강릉","배니닭강정","강원특별자치도 강릉시 금성로13번길 3-1 (성남동)",4.603
NORMAL,강릉,"경포호·초당동 일대",HIT,AREA,CAFE,"경포호","카페 툇마루","강원특별자치도 강릉시 난설헌로 232 카페 툇마루",1.107
NORMAL,강릉,"경포호·초당동 일대",HIT,AREA,CAFE,"경포호","갤러리밥스","강원특별자치도 강릉시 난설헌로 144 82-7 갤러리밥스",1.051
NORMAL,강릉,"경포호·초당동 일대",HIT,AREA,CAFE,"경포호","테라로사 경포호수점","강원특별자치도 강릉시 난설헌로 145",0.970
NORMAL,강릉,"경포호·초당동 일대",HIT,AREA,CAFE,"경포호","강원옥 찹쌀떡","강원특별자치도 강릉시 초당순두부길 89-8 1층",1.197
NORMAL,강릉,"경포호·초당동 일대",HIT,ANCHOR,CAFE,"경포호","카페 툇마루","강원특별자치도 강릉시 난설헌로 232 카페 툇마루",1.107
NORMAL,강릉,"경포호·초당동 일대",HIT,ANCHOR,CAFE,"경포호","갤러리밥스","강원특별자치도 강릉시 난설헌로 144 82-7 갤러리밥스",1.051
NORMAL,강릉,"경포호·초당동 일대",HIT,ANCHOR,CAFE,"경포호","테라로사 경포호수점","강원특별자치도 강릉시 난설헌로 145",0.970
NORMAL,강릉,"경포호·초당동 일대",HIT,ANCHOR,CAFE,"경포호","강원옥 찹쌀떡","강원특별자치도 강릉시 초당순두부길 89-8 1층",1.197
NORMAL,강릉,"경포호·초당동 일대",HIT,LOCATION,CAFE,"강릉","카페 이진리","강원특별자치도 강릉시 임영로 234 이진리",3.826
NORMAL,강릉,"경포호·초당동 일대",HIT,LOCATION,CAFE,"강릉","테라로사 커피공장 강릉본점","강원특별자치도 강릉시 구정면 현천길 7",11.050
NORMAL,강릉,"경포호·초당동 일대",HIT,LOCATION,CAFE,"강릉","강릉카페 체크이스트","강원특별자치도 강릉시 강변북길 153 체크이스트",3.398
NORMAL,강릉,"경포호·초당동 일대",HIT,LOCATION,CAFE,"강릉","곳","강원특별자치도 강릉시 사천면 진리해변길 143",5.923
NORMAL,강릉,"경포호·초당동 일대",HIT,LOCATION,CAFE,"강릉","346커피스토리","강원특별자치도 강릉시 창해로 348 나동1-3층 346커피스토리",1.476
NORMAL,강릉,"경포호·초당동 일대",HIT,AREA,SHOPPING,"경포호","하나로마트 강릉원예농협 초당지점","강원특별자치도 강릉시 산양큰길 29",2.127
NORMAL,강릉,"경포호·초당동 일대",HIT,AREA,SHOPPING,"경포호","31건어물","강원특별자치도 강릉시 난설헌로 259 1층",1.188
NORMAL,강릉,"경포호·초당동 일대",HIT,AREA,SHOPPING,"경포호","원흥건어물","강원특별자치도 강릉시 창해로 376 원흥건어물",1.249
NORMAL,강릉,"경포호·초당동 일대",HIT,AREA,SHOPPING,"경포호","월드마트","강원특별자치도 강릉시 연당길 74",1.696
NORMAL,강릉,"경포호·초당동 일대",HIT,AREA,SHOPPING,"경포호","메종고니","강원특별자치도 강릉시 초당원길 19 상가동 104호(초당동)",1.831
NORMAL,강릉,"경포호·초당동 일대",HIT,ANCHOR,SHOPPING,"경포호","하나로마트 강릉원예농협 초당지점","강원특별자치도 강릉시 산양큰길 29",2.127
NORMAL,강릉,"경포호·초당동 일대",HIT,ANCHOR,SHOPPING,"경포호","31건어물","강원특별자치도 강릉시 난설헌로 259 1층",1.188
NORMAL,강릉,"경포호·초당동 일대",HIT,ANCHOR,SHOPPING,"경포호","원흥건어물","강원특별자치도 강릉시 창해로 376 원흥건어물",1.249
NORMAL,강릉,"경포호·초당동 일대",HIT,ANCHOR,SHOPPING,"경포호","월드마트","강원특별자치도 강릉시 연당길 74",1.696
NORMAL,강릉,"경포호·초당동 일대",HIT,ANCHOR,SHOPPING,"경포호","메종고니","강원특별자치도 강릉시 초당원길 19 상가동 104호(초당동)",1.831
NORMAL,강릉,"경포호·초당동 일대",HIT,LOCATION,SHOPPING,"강릉","이마트 강릉점","강원특별자치도 강릉시 경강로 2398-10",3.304
NORMAL,강릉,"경포호·초당동 일대",HIT,LOCATION,SHOPPING,"강릉","홈플러스 강릉점","강원특별자치도 강릉시 경강로 2120 씨네몰",4.442
NORMAL,강릉,"경포호·초당동 일대",HIT,LOCATION,SHOPPING,"강릉","강릉식자재마트","강원특별자치도 강릉시 정원로 68",4.390
NORMAL,강릉,"경포호·초당동 일대",HIT,LOCATION,SHOPPING,"강릉","강릉축산농협 하나로마트 내곡점","강원특별자치도 강릉시 범일로 604",6.317
NORMAL,강릉,"경포호·초당동 일대",HIT,LOCATION,SHOPPING,"강릉","하나로마트 강원양돈농협 본점","강원특별자치도 강릉시 솔올로 9",4.231
NORMAL,강릉,"경포호·초당동 일대",HIT,AREA,ATTRACTION,"경포호","경포해변","강원특별자치도 강릉시 강문동 산1 -1,",1.220
NORMAL,강릉,"경포호·초당동 일대",HIT,AREA,ATTRACTION,"경포호","경포호","강원특별자치도 강릉시 저동",0.345
NORMAL,강릉,"경포호·초당동 일대",HIT,AREA,ATTRACTION,"경포호","강릉선교장","강원특별자치도 강릉시 운정길 63 선교장",1.806
NORMAL,강릉,"경포호·초당동 일대",HIT,ANCHOR,ATTRACTION,"경포호","경포해변","강원특별자치도 강릉시 강문동 산1 -1,",1.220
NORMAL,강릉,"경포호·초당동 일대",HIT,ANCHOR,ATTRACTION,"경포호","경포호","강원특별자치도 강릉시 저동",0.345
NORMAL,강릉,"경포호·초당동 일대",HIT,ANCHOR,ATTRACTION,"경포호","강릉선교장","강원특별자치도 강릉시 운정길 63 선교장",1.806
NORMAL,강릉,"경포호·초당동 일대",HIT,LOCATION,ATTRACTION,"강릉","하슬라아트월드","강원특별자치도 강릉시 강동면 율곡로 1441",13.654
NORMAL,강릉,"경포호·초당동 일대",HIT,LOCATION,ATTRACTION,"강릉","경포해변","강원특별자치도 강릉시 강문동 산1 -1,",1.220
NORMAL,강릉,"경포호·초당동 일대",HIT,LOCATION,ATTRACTION,"강릉","안목해변","강원특별자치도 강릉시 창해로14번길 20-1",4.742
NORMAL,강릉,"경포호·초당동 일대",HIT,LOCATION,ATTRACTION,"강릉","오죽헌","강원특별자치도 강릉시 율곡로3139번길 24 오죽헌",2.838
NORMAL,강릉,"안목해변·송정동 일대",HIT,AREA,MEAL,"안목해변","삼교리동치미막국수 남항진점","강원특별자치도 강릉시 공항길127번길 42 1층 삼교리동치미막국수 남항진점",0.835
NORMAL,강릉,"안목해변·송정동 일대",HIT,AREA,MEAL,"안목해변","브라보칼국수 강릉본점","강원특별자치도 강릉시 창해로 27 2층",0.417
NORMAL,강릉,"안목해변·송정동 일대",HIT,ANCHOR,MEAL,"안목해변","삼교리동치미막국수 남항진점","강원특별자치도 강릉시 공항길127번길 42 1층 삼교리동치미막국수 남항진점",0.835
NORMAL,강릉,"안목해변·송정동 일대",HIT,ANCHOR,MEAL,"안목해변","브라보칼국수 강릉본점","강원특별자치도 강릉시 창해로 27 2층",0.417
NORMAL,강릉,"안목해변·송정동 일대",HIT,LOCATION,MEAL,"강릉","강릉짬뽕순두부 동화가든 본점","강원특별자치도 강릉시 초당순두부길77번길 15 동화가든",3.625
NORMAL,강릉,"안목해변·송정동 일대",HIT,LOCATION,MEAL,"강릉","강릉 수제 어묵고로케","강원특별자치도 강릉시 금성로13번길 8 1층",4.769
NORMAL,강릉,"안목해변·송정동 일대",HIT,LOCATION,MEAL,"강릉","배니닭강정","강원특별자치도 강릉시 금성로13번길 3-1 (성남동)",4.762
NORMAL,강릉,"안목해변·송정동 일대",HIT,AREA,CAFE,"안목해변","강릉카페 체크이스트","강원특별자치도 강릉시 강변북길 153 체크이스트",3.179
NORMAL,강릉,"안목해변·송정동 일대",HIT,AREA,CAFE,"안목해변","보사노바 커피로스터스 강릉점","강원특별자치도 강릉시 창해로14번길 28",0.043
NORMAL,강릉,"안목해변·송정동 일대",HIT,AREA,CAFE,"안목해변","순두부젤라또 2호점","강원특별자치도 강릉시 경강로 2642 1~4층",0.143
NORMAL,강릉,"안목해변·송정동 일대",HIT,AREA,CAFE,"안목해변","에이엠브레드앤커피","강원특별자치도 강릉시 창해로14번길 24",0.068
NORMAL,강릉,"안목해변·송정동 일대",HIT,ANCHOR,CAFE,"안목해변","강릉카페 체크이스트","강원특별자치도 강릉시 강변북길 153 체크이스트",3.179
NORMAL,강릉,"안목해변·송정동 일대",HIT,ANCHOR,CAFE,"안목해변","보사노바 커피로스터스 강릉점","강원특별자치도 강릉시 창해로14번길 28",0.043
NORMAL,강릉,"안목해변·송정동 일대",HIT,ANCHOR,CAFE,"안목해변","순두부젤라또 2호점","강원특별자치도 강릉시 경강로 2642 1~4층",0.143
NORMAL,강릉,"안목해변·송정동 일대",HIT,ANCHOR,CAFE,"안목해변","에이엠브레드앤커피","강원특별자치도 강릉시 창해로14번길 24",0.068
NORMAL,강릉,"안목해변·송정동 일대",HIT,LOCATION,CAFE,"강릉","카페 이진리","강원특별자치도 강릉시 임영로 234 이진리",5.027
NORMAL,강릉,"안목해변·송정동 일대",HIT,LOCATION,CAFE,"강릉","테라로사 커피공장 강릉본점","강원특별자치도 강릉시 구정면 현천길 7",9.747
NORMAL,강릉,"안목해변·송정동 일대",HIT,LOCATION,CAFE,"강릉","강릉카페 체크이스트","강원특별자치도 강릉시 강변북길 153 체크이스트",3.179
NORMAL,강릉,"안목해변·송정동 일대",HIT,LOCATION,CAFE,"강릉","곳","강원특별자치도 강릉시 사천면 진리해변길 143",10.329
NORMAL,강릉,"안목해변·송정동 일대",HIT,LOCATION,CAFE,"강릉","346커피스토리","강원특별자치도 강릉시 창해로 348 나동1-3층 346커피스토리",3.553
NORMAL,강릉,"안목해변·송정동 일대",HIT,AREA,SHOPPING,"안목해변","이마트 강릉점","강원특별자치도 강릉시 경강로 2398-10",2.260
NORMAL,강릉,"안목해변·송정동 일대",HIT,AREA,SHOPPING,"안목해변","강원양돈농협하나로마트 송정점","강원특별자치도 강릉시 하평길 29",3.217
NORMAL,강릉,"안목해변·송정동 일대",HIT,AREA,SHOPPING,"안목해변","GS더프레시 강릉포남점","강원특별자치도 강릉시 하평길 31",3.178
NORMAL,강릉,"안목해변·송정동 일대",HIT,AREA,SHOPPING,"안목해변","하나로마트 강릉원예농협 초당지점","강원특별자치도 강릉시 산양큰길 29",2.941
NORMAL,강릉,"안목해변·송정동 일대",HIT,ANCHOR,SHOPPING,"안목해변","이마트 강릉점","강원특별자치도 강릉시 경강로 2398-10",2.260
NORMAL,강릉,"안목해변·송정동 일대",HIT,ANCHOR,SHOPPING,"안목해변","강원양돈농협하나로마트 송정점","강원특별자치도 강릉시 하평길 29",3.217
NORMAL,강릉,"안목해변·송정동 일대",HIT,ANCHOR,SHOPPING,"안목해변","GS더프레시 강릉포남점","강원특별자치도 강릉시 하평길 31",3.178
NORMAL,강릉,"안목해변·송정동 일대",HIT,ANCHOR,SHOPPING,"안목해변","하나로마트 강릉원예농협 초당지점","강원특별자치도 강릉시 산양큰길 29",2.941
NORMAL,강릉,"안목해변·송정동 일대",HIT,LOCATION,SHOPPING,"강릉","이마트 강릉점","강원특별자치도 강릉시 경강로 2398-10",2.260
NORMAL,강릉,"안목해변·송정동 일대",HIT,LOCATION,SHOPPING,"강릉","홈플러스 강릉점","강원특별자치도 강릉시 경강로 2120 씨네몰",4.727
NORMAL,강릉,"안목해변·송정동 일대",HIT,LOCATION,SHOPPING,"강릉","강릉식자재마트","강원특별자치도 강릉시 정원로 68",6.567
NORMAL,강릉,"안목해변·송정동 일대",HIT,LOCATION,SHOPPING,"강릉","강릉축산농협 하나로마트 내곡점","강원특별자치도 강릉시 범일로 604",6.853
NORMAL,강릉,"안목해변·송정동 일대",HIT,LOCATION,SHOPPING,"강릉","하나로마트 강원양돈농협 본점","강원특별자치도 강릉시 솔올로 9",6.325
NORMAL,강릉,"안목해변·송정동 일대",HIT,AREA,ATTRACTION,"안목해변","안목해변","강원특별자치도 강릉시 창해로14번길 20-1",0.055
NORMAL,강릉,"안목해변·송정동 일대",HIT,AREA,ATTRACTION,"안목해변","강릉커피거리","강원특별자치도 강릉시 창해로14번길 20-1",0.031
NORMAL,강릉,"안목해변·송정동 일대",HIT,AREA,ATTRACTION,"안목해변","아라나비 바다하늘자전거","강원특별자치도 강릉시 공항길127번길 35-7",0.691
NORMAL,강릉,"안목해변·송정동 일대",HIT,AREA,ATTRACTION,"안목해변","남항진해변","강원특별자치도 강릉시 남항진동",1.040
NORMAL,강릉,"안목해변·송정동 일대",HIT,AREA,ATTRACTION,"안목해변","환희컵박물관","강원특별자치도 강릉시 해안로 10 Fantapia M",0.508
NORMAL,강릉,"안목해변·송정동 일대",HIT,ANCHOR,ATTRACTION,"안목해변","안목해변","강원특별자치도 강릉시 창해로14번길 20-1",0.055
NORMAL,강릉,"안목해변·송정동 일대",HIT,ANCHOR,ATTRACTION,"안목해변","강릉커피거리","강원특별자치도 강릉시 창해로14번길 20-1",0.031
NORMAL,강릉,"안목해변·송정동 일대",HIT,ANCHOR,ATTRACTION,"안목해변","아라나비 바다하늘자전거","강원특별자치도 강릉시 공항길127번길 35-7",0.691
NORMAL,강릉,"안목해변·송정동 일대",HIT,ANCHOR,ATTRACTION,"안목해변","남항진해변","강원특별자치도 강릉시 남항진동",1.040
NORMAL,강릉,"안목해변·송정동 일대",HIT,ANCHOR,ATTRACTION,"안목해변","환희컵박물관","강원특별자치도 강릉시 해안로 10 Fantapia M",0.508
NORMAL,강릉,"안목해변·송정동 일대",HIT,LOCATION,ATTRACTION,"강릉","하슬라아트월드","강원특별자치도 강릉시 강동면 율곡로 1441",9.090
NORMAL,강릉,"안목해변·송정동 일대",HIT,LOCATION,ATTRACTION,"강릉","경포해변","강원특별자치도 강릉시 강문동 산1 -1,",5.104
NORMAL,강릉,"안목해변·송정동 일대",HIT,LOCATION,ATTRACTION,"강릉","안목해변","강원특별자치도 강릉시 창해로14번길 20-1",0.055
NORMAL,강릉,"안목해변·송정동 일대",HIT,LOCATION,ATTRACTION,"강릉","오죽헌","강원특별자치도 강릉시 율곡로3139번길 24 오죽헌",6.266
NORMAL,강릉,"안목해변·커피거리 일대",HIT,AREA,MEAL,"안목해변","삼교리동치미막국수 남항진점","강원특별자치도 강릉시 공항길127번길 42 1층 삼교리동치미막국수 남항진점",0.835
NORMAL,강릉,"안목해변·커피거리 일대",HIT,AREA,MEAL,"안목해변","브라보칼국수 강릉본점","강원특별자치도 강릉시 창해로 27 2층",0.417
NORMAL,강릉,"안목해변·커피거리 일대",HIT,ANCHOR,MEAL,"안목해변","삼교리동치미막국수 남항진점","강원특별자치도 강릉시 공항길127번길 42 1층 삼교리동치미막국수 남항진점",0.835
NORMAL,강릉,"안목해변·커피거리 일대",HIT,ANCHOR,MEAL,"안목해변","브라보칼국수 강릉본점","강원특별자치도 강릉시 창해로 27 2층",0.417
NORMAL,강릉,"안목해변·커피거리 일대",HIT,LOCATION,MEAL,"강릉","강릉짬뽕순두부 동화가든 본점","강원특별자치도 강릉시 초당순두부길77번길 15 동화가든",3.625
NORMAL,강릉,"안목해변·커피거리 일대",HIT,LOCATION,MEAL,"강릉","강릉 수제 어묵고로케","강원특별자치도 강릉시 금성로13번길 8 1층",4.769
NORMAL,강릉,"안목해변·커피거리 일대",HIT,LOCATION,MEAL,"강릉","배니닭강정","강원특별자치도 강릉시 금성로13번길 3-1 (성남동)",4.762
NORMAL,강릉,"안목해변·커피거리 일대",HIT,AREA,CAFE,"안목해변","강릉카페 체크이스트","강원특별자치도 강릉시 강변북길 153 체크이스트",3.179
NORMAL,강릉,"안목해변·커피거리 일대",HIT,AREA,CAFE,"안목해변","보사노바 커피로스터스 강릉점","강원특별자치도 강릉시 창해로14번길 28",0.043
NORMAL,강릉,"안목해변·커피거리 일대",HIT,AREA,CAFE,"안목해변","순두부젤라또 2호점","강원특별자치도 강릉시 경강로 2642 1~4층",0.143
NORMAL,강릉,"안목해변·커피거리 일대",HIT,AREA,CAFE,"안목해변","에이엠브레드앤커피","강원특별자치도 강릉시 창해로14번길 24",0.068
NORMAL,강릉,"안목해변·커피거리 일대",HIT,ANCHOR,CAFE,"안목해변","강릉카페 체크이스트","강원특별자치도 강릉시 강변북길 153 체크이스트",3.179
NORMAL,강릉,"안목해변·커피거리 일대",HIT,ANCHOR,CAFE,"안목해변","보사노바 커피로스터스 강릉점","강원특별자치도 강릉시 창해로14번길 28",0.043
NORMAL,강릉,"안목해변·커피거리 일대",HIT,ANCHOR,CAFE,"안목해변","순두부젤라또 2호점","강원특별자치도 강릉시 경강로 2642 1~4층",0.143
NORMAL,강릉,"안목해변·커피거리 일대",HIT,ANCHOR,CAFE,"안목해변","에이엠브레드앤커피","강원특별자치도 강릉시 창해로14번길 24",0.068
NORMAL,강릉,"안목해변·커피거리 일대",HIT,LOCATION,CAFE,"강릉","카페 이진리","강원특별자치도 강릉시 임영로 234 이진리",5.027
NORMAL,강릉,"안목해변·커피거리 일대",HIT,LOCATION,CAFE,"강릉","테라로사 커피공장 강릉본점","강원특별자치도 강릉시 구정면 현천길 7",9.747
NORMAL,강릉,"안목해변·커피거리 일대",HIT,LOCATION,CAFE,"강릉","강릉카페 체크이스트","강원특별자치도 강릉시 강변북길 153 체크이스트",3.179
NORMAL,강릉,"안목해변·커피거리 일대",HIT,LOCATION,CAFE,"강릉","곳","강원특별자치도 강릉시 사천면 진리해변길 143",10.329
NORMAL,강릉,"안목해변·커피거리 일대",HIT,LOCATION,CAFE,"강릉","346커피스토리","강원특별자치도 강릉시 창해로 348 나동1-3층 346커피스토리",3.553
NORMAL,강릉,"안목해변·커피거리 일대",HIT,AREA,SHOPPING,"안목해변","이마트 강릉점","강원특별자치도 강릉시 경강로 2398-10",2.260
