kind,location,area,geocode,rung,slot,query,place,address,distance_km
NORMAL,부산,"달맞이길·청사포 일대",FALLBACK_LOCATION,ANCHOR,ATTRACTION,"달맞이길","부산엑스더스카이","부산광역시 해운대구 달맞이길 30",0.915
NORMAL,부산,"달맞이길·청사포 일대",FALLBACK_LOCATION,ANCHOR,ATTRACTION,"달맞이길","청사포","부산광역시 해운대구 중1동",2.967
NORMAL,부산,"달맞이길·청사포 일대",FALLBACK_LOCATION,LOCATION,ATTRACTION,"부산","광안리해수욕장","부산광역시 수영구 광안해변로 219",3.643
NORMAL,부산,"달맞이길·청사포 일대",FALLBACK_LOCATION,LOCATION,ATTRACTION,"부산","라라쥬 동물원","부산광역시 강서구 명지국제8로10번길 38 1동 4층 6호 404호~411호",24.364
NORMAL,부산,"달맞이길·청사포 일대",FALLBACK_LOCATION,LOCATION,ATTRACTION,"부산","센텀시티","부산광역시 해운대구 우동",3.046
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,AREA,MEAL,"해운대 해변","솔내음한정식 해운대본점","부산광역시 해운대구 달맞이길117번길 17-11 이조빌딩 3층 솔내음한정식",1.376
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,AREA,MEAL,"해운대 해변","선창횟집","부산광역시 해운대구 달맞이길62번길 67 선창횟집",1.281
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,AREA,MEAL,"해운대 해변","상국이네","부산광역시 해운대구 구남로41번길 40-1 상국이네",0.475
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,AREA,MEAL,"해운대 해변","해목 해운대점","부산광역시 해운대구 구남로24번길 8",0.364
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,AREA,MEAL,"해운대 해변","해운대 가야밀면","부산광역시 해운대구 좌동순환로 27 해운대 가야밀면",1.291
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,ANCHOR,MEAL,"해운대해수욕장","솔내음한정식 해운대본점","부산광역시 해운대구 달맞이길117번길 17-11 이조빌딩 3층 솔내음한정식",1.376
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,ANCHOR,MEAL,"해운대해수욕장","선창횟집","부산광역시 해운대구 달맞이길62번길 67 선창횟집",1.281
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,ANCHOR,MEAL,"해운대해수욕장","상국이네","부산광역시 해운대구 구남로41번길 40-1 상국이네",0.475
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,ANCHOR,MEAL,"해운대해수욕장","해목 해운대점","부산광역시 해운대구 구남로24번길 8",0.364
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,ANCHOR,MEAL,"해운대해수욕장","해운대 가야밀면","부산광역시 해운대구 좌동순환로 27 해운대 가야밀면",1.291
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,LOCATION,MEAL,"부산","도우개러지 피자 전포점","부산광역시 부산진구 서전로46번길 8 1층 도우개러지",8.647
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,LOCATION,MEAL,"부산","조개대표 광안본점","부산광역시 수영구 광남로94번길 16 204호",4.161
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,LOCATION,MEAL,"부산","솔내음한정식 해운대본점","부산광역시 해운대구 달맞이길117번길 17-11 이조빌딩 3층 솔내음한정식",1.376
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,LOCATION,MEAL,"부산","어느멋진날","부산광역시 기장군 일광읍 기장해안로 1286 (기장 일광해수욕장 해변 바로 앞)",13.036
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,LOCATION,MEAL,"부산","광안리 산해횟집","부산광역시 수영구 광안해변로344번길 17-20 풍경타워 8층 광안리 산해횟집",2.590
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,AREA,CAFE,"해운대 해변","후스후무무 베이커리","부산광역시 해운대구 달맞이길62번길 3 B1층",1.083
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,AREA,CAFE,"해운대 해변","옵스 해운대점","부산광역시 해운대구 중동1로 31",0.546
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,AREA,CAFE,"해운대 해변","듀플릿 부산 해운대 해리단길점","부산광역시 해운대구 우동1로20번길 27-13 1층",0.675
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,AREA,CAFE,"해운대 해변","호랑이젤라떡 부산해운대본점","부산광역시 해운대구 달맞이길62번길 38 115호, 116호",1.004
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,AREA,CAFE,"해운대 해변","금송 덕미 해운대 해리단길점","부산광역시 해운대구 우동1로38번가길 19 2층 금송덕미 해리단길점",0.711
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,ANCHOR,CAFE,"해운대해수욕장","후스후무무 베이커리","부산광역시 해운대구 달맞이길62번길 3 B1층",1.083
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,ANCHOR,CAFE,"해운대해수욕장","옵스 해운대점","부산광역시 해운대구 중동1로 31",0.546
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,ANCHOR,CAFE,"해운대해수욕장","듀플릿 부산 해운대 해리단길점","부산광역시 해운대구 우동1로20번길 27-13 1층",0.675
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,ANCHOR,CAFE,"해운대해수욕장","호랑이젤라떡 부산해운대본점","부산광역시 해운대구 달맞이길62번길 38 115호, 116호",1.004
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,ANCHOR,CAFE,"해운대해수욕장","금송 덕미 해운대 해리단길점","부산광역시 해운대구 우동1로38번가길 19 2층 금송덕미 해리단길점",0.711
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,LOCATION,CAFE,"부산","이스케이프탑 부산점","부산광역시 부산진구 중앙대로691번길 54 2층 이스케이프탑",9.439
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,LOCATION,CAFE,"부산","르에보 서면점","부산광역시 부산진구 전포대로 196 1층, 전포동 부산은행 사거리 옆 전포역 8번출구 앞",8.577
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,LOCATION,CAFE,"부산","수월경화","부산광역시 해운대구 송정중앙로6번길 188 4층",3.868
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,LOCATION,CAFE,"부산","칠암사계","부산광역시 기장군 일광읍 칠암1길 7-10",18.117
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,AREA,SHOPPING,"해운대 해변","이마트 해운대점","부산광역시 해운대구 좌동순환로 511",1.077
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,AREA,SHOPPING,"해운대 해변","다이소 부산해운대장산본점","부산광역시 해운대구 해운대로 785",1.793
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,AREA,SHOPPING,"해운대 해변","NC백화점 해운대점","부산광역시 해운대구 해운대로 813 NC백화점해운대점",2.055
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,AREA,SHOPPING,"해운대 해변","탑마트 해운대점","부산광역시 해운대구 좌동로 38",1.542
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,AREA,SHOPPING,"해운대 해변","킴스클럽해운대점","부산광역시 해운대구 해운대로 813",2.069
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,ANCHOR,SHOPPING,"해운대해수욕장","이마트 해운대점","부산광역시 해운대구 좌동순환로 511",1.077
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,ANCHOR,SHOPPING,"해운대해수욕장","다이소 부산해운대장산본점","부산광역시 해운대구 해운대로 785",1.793
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,ANCHOR,SHOPPING,"해운대해수욕장","NC백화점 해운대점","부산광역시 해운대구 해운대로 813 NC백화점해운대점",2.055
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,ANCHOR,SHOPPING,"해운대해수욕장","탑마트 해운대점","부산광역시 해운대구 좌동로 38",1.542
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,ANCHOR,SHOPPING,"해운대해수욕장","킴스클럽해운대점","부산광역시 해운대구 해운대로 813",2.069
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,LOCATION,SHOPPING,"부산","코스트코코리아 부산점","부산광역시 수영구 구락로 137",4.619
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,LOCATION,SHOPPING,"부산","이케아 동부산점","부산광역시 기장군 기장읍 동부산관광3로 17",5.785
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,LOCATION,SHOPPING,"부산","트레이더스 홀세일 클럽 서면점","부산광역시 부산진구 시민공원로 31 트레이더스 홀세일 클럽 서면점",9.758
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,LOCATION,SHOPPING,"부산","메가마트 동래점","부산광역시 동래구 충렬대로 197 메가마트",8.794
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,LOCATION,SHOPPING,"부산","트레이더스 홀세일클럽 명지점","부산광역시 강서구 명지국제6로 168 트레이더스 홀세일클럽 명지점",23.101
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,AREA,ATTRACTION,"해운대 해변","해운대","부산광역시 해운대구 우동",0.229
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,AREA,ATTRACTION,"해운대 해변","해운대해수욕장","부산광역시 해운대구 우동",0.143
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,AREA,ATTRACTION,"해운대 해변","부산엑스더스카이","부산광역시 해운대구 달맞이길 30",0.915
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,ANCHOR,ATTRACTION,"해운대해수욕장","해운대","부산광역시 해운대구 우동",0.229
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,ANCHOR,ATTRACTION,"해운대해수욕장","해운대해수욕장","부산광역시 해운대구 우동",0.143
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,ANCHOR,ATTRACTION,"해운대해수욕장","부산엑스더스카이","부산광역시 해운대구 달맞이길 30",0.915
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,LOCATION,ATTRACTION,"부산","광안리해수욕장","부산광역시 수영구 광안해변로 219",3.643
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,LOCATION,ATTRACTION,"부산","라라쥬 동물원","부산광역시 강서구 명지국제8로10번길 38 1동 4층 6호 404호~411호",24.364
NORMAL,부산,"해운대 해변·달맞이길 일대",HIT,LOCATION,ATTRACTION,"부산","센텀시티","부산광역시 해운대구 우동",3.046
NORMAL,부산,"해운대·동백섬 일대",HIT,AREA,MEAL,"해운대","솔내음한정식 해운대본점","부산광역시 해운대구 달맞이길117번길 17-11 이조빌딩 3층 솔내음한정식",2.128
NORMAL,부산,"해운대·동백섬 일대",HIT,AREA,MEAL,"해운대","광안리 산해횟집","부산광역시 수영구 광안해변로344번길 17-20 풍경타워 8층 광안리 산해횟집",1.877
NORMAL,부산,"해운대·동백섬 일대",HIT,AREA,MEAL,"해운대","광안리 진양호횟집","부산광역시 수영구 광안해변로344번길 17-20 풍경타워 4층 광안리 진양호횟집",1.873
NORMAL,부산,"해운대·동백섬 일대",HIT,AREA,MEAL,"해운대","선창횟집","부산광역시 해운대구 달맞이길62번길 67 선창횟집",1.982
NORMAL,부산,"해운대·동백섬 일대",HIT,AREA,MEAL,"해운대","상국이네","부산광역시 해운대구 구남로41번길 40-1 상국이네",1.316
NORMAL,부산,"해운대·동백섬 일대",HIT,ANCHOR,MEAL,"동백섬","혜자네 산곰장어 본점","부산광역시 해운대구 구남로41번길 18 1층 혜자네 산곰장어 본점",1.206
NORMAL,부산,"해운대·동백섬 일대",HIT,ANCHOR,MEAL,"동백섬","전설의우대갈비 해운대직영점","부산광역시 해운대구 해운대해변로 277 3층",1.086
NORMAL,부산,"해운대·동백섬 일대",HIT,ANCHOR,MEAL,"동백섬","개미집국제시장본점","부산광역시 해운대구 구남로 34",1.103
NORMAL,부산,"해운대·동백섬 일대",HIT,ANCHOR,MEAL,"동백섬","조개구남","부산광역시 해운대구 구남로 46 2층 201호",1.077
NORMAL,부산,"해운대·동백섬 일대",HIT,ANCHOR,MEAL,"동백섬","강호","부산광역시 해운대구 구남로 42-1 2층",1.087
NORMAL,부산,"해운대·동백섬 일대",HIT,LOCATION,MEAL,"부산","도우개러지 피자 전포점","부산광역시 부산진구 서전로46번길 8 1층 도우개러지",7.967
NORMAL,부산,"해운대·동백섬 일대",HIT,LOCATION,MEAL,"부산","조개대표 광안본점","부산광역시 수영구 광남로94번길 16 204호",3.392
NORMAL,부산,"해운대·동백섬 일대",HIT,LOCATION,MEAL,"부산","솔내음한정식 해운대본점","부산광역시 해운대구 달맞이길117번길 17-11 이조빌딩 3층 솔내음한정식",2.128
NORMAL,부산,"해운대·동백섬 일대",HIT,LOCATION,MEAL,"부산","어느멋진날","부산광역시 기장군 일광읍 기장해안로 1286 (기장 일광해수욕장 해변 바로 앞)",13.832
NORMAL,부산,"해운대·동백섬 일대",HIT,LOCATION,MEAL,"부산","광안리 산해횟집","부산광역시 수영구 광안해변로344번길 17-20 풍경타워 8층 광안리 산해횟집",1.877
NORMAL,부산,"해운대·동백섬 일대",HIT,AREA,CAFE,"해운대","후스후무무 베이커리","부산광역시 해운대구 달맞이길62번길 3 B1층",1.899
NORMAL,부산,"해운대·동백섬 일대",HIT,AREA,CAFE,"해운대","옵스 해운대점","부산광역시 해운대구 중동1로 31",1.373
NORMAL,부산,"해운대·동백섬 일대",HIT,AREA,CAFE,"해운대","벡스코 상상체험 키즈월드","부산광역시 해운대구 APEC로 30",2.052
NORMAL,부산,"해운대·동백섬 일대",HIT,AREA,CAFE,"해운대","듀플릿 부산 해운대 해리단길점","부산광역시 해운대구 우동1로20번길 27-13 1층",1.250
NORMAL,부산,"해운대·동백섬 일대",HIT,ANCHOR,CAFE,"동백섬","옵스 마린시티점","부산광역시 해운대구 마린시티1로 167 현대카멜리아 아파트 상가 1층",0.435
NORMAL,부산,"해운대·동백섬 일대",HIT,ANCHOR,CAFE,"동백섬","워킹홀리데이 해운대","부산광역시 해운대구 해운대해변로 277 5층",1.071
NORMAL,부산,"해운대·동백섬 일대",HIT,ANCHOR,CAFE,"동백섬","스타벅스 하버타운점","부산광역시 해운대구 해운대해변로 257 (우동)",0.924
NORMAL,부산,"해운대·동백섬 일대",HIT,ANCHOR,CAFE,"동백섬","신라스테이 해운대","부산광역시 해운대구 해운대로570번길 46",0.876
NORMAL,부산,"해운대·동백섬 일대",HIT,ANCHOR,CAFE,"동백섬","스타벅스 해운대동백점","부산광역시 해운대구 해운대해변로 197 (우동, 해운대경동제이드아파트)",0.497
NORMAL,부산,"해운대·동백섬 일대",HIT,LOCATION,CAFE,"부산","이스케이프탑 부산점","부산광역시 부산진구 중앙대로691번길 54 2층 이스케이프탑",8.742
NORMAL,부산,"해운대·동백섬 일대",HIT,LOCATION,CAFE,"부산","르에보 서면점","부산광역시 부산진구 전포대로 196 1층, 전포동 부산은행 사거리 옆 전포역 8번출구 앞",7.875
NORMAL,부산,"해운대·동백섬 일대",HIT,LOCATION,CAFE,"부산","수월경화","부산광역시 해운대구 송정중앙로6번길 188 4층",4.720
NORMAL,부산,"해운대·동백섬 일대",HIT,LOCATION,CAFE,"부산","칠암사계","부산광역시 기장군 일광읍 칠암1길 7-10",18.904
NORMAL,부산,"해운대·동백섬 일대",HIT,AREA,SHOPPING,"해운대","홈플러스 센텀시티점 (마트 임시휴업)","부산광역시 해운대구 센텀동로 6 홈플러스센텀시티점",2.531
NORMAL,부산,"해운대·동백섬 일대",HIT,AREA,SHOPPING,"해운대","이마트 해운대점","부산광역시 해운대구 좌동순환로 511",1.918
NORMAL,부산,"해운대·동백섬 일대",HIT,AREA,SHOPPING,"해운대","다이소 부산해운대장산본점","부산광역시 해운대구 해운대로 785",2.647
NORMAL,부산,"해운대·동백섬 일대",HIT,AREA,SHOPPING,"해운대","NC백화점 해운대점","부산광역시 해운대구 해운대로 813 NC백화점해운대점",2.909
NORMAL,부산,"해운대·동백섬 일대",HIT,AREA,SHOPPING,"해운대","탑마트 해운대점","부산광역시 해운대구 좌동로 38",2.385
NORMAL,부산,"해운대·동백섬 일대",HIT,LOCATION,SHOPPING,"부산","코스트코코리아 부산점","부산광역시 수영구 구락로 137",4.330
NORMAL,부산,"해운대·동백섬 일대",HIT,LOCATION,SHOPPING,"부산","이케아 동부산점","부산광역시 기장군 기장읍 동부산관광3로 17",6.641
NORMAL,부산,"해운대·동백섬 일대",HIT,LOCATION,SHOPPING,"부산","트레이더스 홀세일 클럽 서면점","부산광역시 부산진구 시민공원로 31 트레이더스 홀세일 클럽 서면점",9.121
NORMAL,부산,"해운대·동백섬 일대",HIT,LOCATION,SHOPPING,"부산","메가마트 동래점","부산광역시 동래구 충렬대로 197 메가마트",8.570
NORMAL,부산,"해운대·동백섬 일대",HIT,LOCATION,SHOPPING,"부산","트레이더스 홀세일클럽 명지점","부산광역시 강서구 명지국제6로 168 트레이더스 홀세일클럽 명지점",22.291
NORMAL,부산,"해운대·동백섬 일대",HIT,AREA,ATTRACTION,"해운대","센텀시티","부산광역시 해운대구 우동",2.766
NORMAL,부산,"해운대·동백섬 일대",HIT,AREA,ATTRACTION,"해운대","해운대","부산광역시 해운대구 우동",1.070
NORMAL,부산,"해운대·동백섬 일대",HIT,AREA,ATTRACTION,"해운대","해운대해수욕장","부산광역시 해운대구 우동",0.723
NORMAL,부산,"해운대·동백섬 일대",HIT,ANCHOR,ATTRACTION,"동백섬","해운대","부산광역시 해운대구 우동",1.070
NORMAL,부산,"해운대·동백섬 일대",HIT,ANCHOR,ATTRACTION,"동백섬","해운대해수욕장","부산광역시 해운대구 우동",0.723
NORMAL,부산,"해운대·동백섬 일대",HIT,ANCHOR,ATTRACTION,"동백섬","동백섬","부산광역시 해운대구 우동 710-1",0.010
NORMAL,부산,"해운대·동백섬 일대",HIT,ANCHOR,ATTRACTION,"동백섬","해운대빛축제","부산광역시 해운대구",0.690
NORMAL,부산,"해운대·동백섬 일대",HIT,LOCATION,ATTRACTION,"부산","광안리해수욕장","부산광역시 수영구 광안해변로 219",2.923
NORMAL,부산,"해운대·동백섬 일대",HIT,LOCATION,ATTRACTION,"부산","라라쥬 동물원","부산광역시 강서구 명지국제8로10번길 38 1동 4층 6호 404호~411호",23.560
NORMAL,부산,"해운대·동백섬 일대",HIT,LOCATION,ATTRACTION,"부산","센텀시티","부산광역시 해운대구 우동",2.766
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,AREA,MEAL,"순천만국가정원","풍미통닭","전남광주통합특별시 순천시 팔마1길 2 1층",1.434
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,AREA,MEAL,"순천만국가정원","나눌터","전남광주통합특별시 순천시 팔마1길 4",1.431
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,AREA,MEAL,"순천만국가정원","순천호탄집 오천지구점","전남광주통합특별시 순천시 오천3길 4-9",0.423
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,AREA,MEAL,"순천만국가정원","밥팜 순천만정원점","전남광주통합특별시 순천시 오천3길 30 1층 밥팜",0.538
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,ANCHOR,MEAL,"순천만국가정원","풍미통닭","전남광주통합특별시 순천시 팔마1길 2 1층",1.434
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,ANCHOR,MEAL,"순천만국가정원","나눌터","전남광주통합특별시 순천시 팔마1길 4",1.431
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,ANCHOR,MEAL,"순천만국가정원","순천호탄집 오천지구점","전남광주통합특별시 순천시 오천3길 4-9",0.423
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,ANCHOR,MEAL,"순천만국가정원","밥팜 순천만정원점","전남광주통합특별시 순천시 오천3길 30 1층 밥팜",0.538
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,LOCATION,MEAL,"순천","도원경","전남광주통합특별시 순천시 순천만길 309 1층 도원경",3.005
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,LOCATION,MEAL,"순천","순천게장 낭만별식 신대국가정원점","전남광주통합특별시 순천시 해룡면 매안로 72 1층",5.169
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,LOCATION,MEAL,"순천","어나더키친 스테이크하우스 순천","전남광주통합특별시 순천시 왕지4길 18 2층",4.948
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,LOCATION,MEAL,"순천","덕수파스타 순천 직영점","전남광주통합특별시 순천시 왕지2길 13-12 1층",4.907
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,LOCATION,MEAL,"순천","나나방콕 순천호수공원점","전남광주통합특별시 순천시 왕지4길 10 1층",5.035
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,AREA,CAFE,"순천만국가정원","조훈모과자점 팔마점","전남광주통합특별시 순천시 팔마로 269 나동",1.569
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,AREA,CAFE,"순천만국가정원","배스킨라빈스 순천오천점","전남광주통합특별시 순천시 오천6길 16",0.645
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,AREA,CAFE,"순천만국가정원","순천의 계절","전남광주통합특별시 순천시 순천만길 28",0.708
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,AREA,CAFE,"순천만국가정원","파리바게뜨 순천오천점","전남광주통합특별시 순천시 오천7길 28",0.791
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,ANCHOR,CAFE,"순천만국가정원","조훈모과자점 팔마점","전남광주통합특별시 순천시 팔마로 269 나동",1.569
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,ANCHOR,CAFE,"순천만국가정원","배스킨라빈스 순천오천점","전남광주통합특별시 순천시 오천6길 16",0.645
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,ANCHOR,CAFE,"순천만국가정원","순천의 계절","전남광주통합특별시 순천시 순천만길 28",0.708
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,ANCHOR,CAFE,"순천만국가정원","파리바게뜨 순천오천점","전남광주통합특별시 순천시 오천7길 28",0.791
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,LOCATION,CAFE,"순천","조훈모과자점 팔마점","전남광주통합특별시 순천시 팔마로 269 나동",1.569
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,LOCATION,CAFE,"순천","스타벅스 순천연향점","전남광주통합특별시 순천시 연향번영길 118 (연향동)",3.134
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,LOCATION,CAFE,"순천","스타벅스 순천호수공원점","전남광주통합특별시 순천시 왕지2길 17 (왕지동)",4.865
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,LOCATION,CAFE,"순천","스타벅스 순천신대점","전남광주통합특별시 순천시 해룡면 향매로 99",4.704
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,LOCATION,CAFE,"순천","브루웍스","전남광주통합특별시 순천시 역전길 61 브루웍스",2.007
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,AREA,SHOPPING,"순천만국가정원","다이소 순천오천점","전남광주통합특별시 순천시 오천6길 10",0.721
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,AREA,SHOPPING,"순천만국가정원","순천로컬푸드 순천만국가정원점","전남광주통합특별시 순천시 국가정원1호길 162-11",1.113
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,AREA,SHOPPING,"순천만국가정원","롯데슈퍼 상품공급점","전남광주통합특별시 순천시 팔마2길 56",1.706
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,AREA,SHOPPING,"순천만국가정원","롯데슈퍼 순천오천점","전남광주통합특별시 순천시 오천6길 20 롯데슈퍼순천오천점",0.642
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,AREA,SHOPPING,"순천만국가정원","착한과일야채","전남광주통합특별시 순천시 오천4길 21 골드클래스 상가 107호",0.598
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,ANCHOR,SHOPPING,"순천만국가정원","다이소 순천오천점","전남광주통합특별시 순천시 오천6길 10",0.721
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,ANCHOR,SHOPPING,"순천만국가정원","순천로컬푸드 순천만국가정원점","전남광주통합특별시 순천시 국가정원1호길 162-11",1.113
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,ANCHOR,SHOPPING,"순천만국가정원","롯데슈퍼 상품공급점","전남광주통합특별시 순천시 팔마2길 56",1.706
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,ANCHOR,SHOPPING,"순천만국가정원","롯데슈퍼 순천오천점","전남광주통합특별시 순천시 오천6길 20 롯데슈퍼순천오천점",0.642
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,ANCHOR,SHOPPING,"순천만국가정원","착한과일야채","전남광주통합특별시 순천시 오천4길 21 골드클래스 상가 107호",0.598
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,LOCATION,SHOPPING,"순천","이마트 순천점","전남광주통합특별시 순천시 팔마로 191 (주)이마트",1.720
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,LOCATION,SHOPPING,"순천","순천농협파머스마켓","전남광주통합특별시 순천시 백연길 111",3.999
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,LOCATION,SHOPPING,"순천","홈플러스 순천점","전남광주통합특별시 순천시 신월큰길 10",4.047
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,LOCATION,SHOPPING,"순천","더팜식자재마트","전남광주통합특별시 순천시 해룡면 매안로 161",4.544
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,LOCATION,SHOPPING,"순천","다담식자재마트 순천점","전남광주통합특별시 순천시 해룡면 지봉로 384",3.795
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,AREA,ATTRACTION,"순천만국가정원","순천만국가정원","전남광주통합특별시 순천시 국가정원1호길 47",0.893
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,AREA,ATTRACTION,"순천만국가정원","순천 스카이큐브","전남광주통합특별시 순천시 국가정원1호길 7",0.382
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,AREA,ATTRACTION,"순천만국가정원","정원워케이션","전남광주통합특별시 순천시 해룡면 생태배움길 85",1.334
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,ANCHOR,ATTRACTION,"순천만국가정원","순천만국가정원","전남광주통합특별시 순천시 국가정원1호길 47",0.893
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,ANCHOR,ATTRACTION,"순천만국가정원","순천 스카이큐브","전남광주통합특별시 순천시 국가정원1호길 7",0.382
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,ANCHOR,ATTRACTION,"순천만국가정원","정원워케이션","전남광주통합특별시 순천시 해룡면 생태배움길 85",1.334
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,LOCATION,ATTRACTION,"순천","순천만국가정원","전남광주통합특별시 순천시 국가정원1호길 47",0.893
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,LOCATION,ATTRACTION,"순천","순천만습지","전남광주통합특별시 순천시 순천만길 513-25",4.984
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,LOCATION,ATTRACTION,"순천","순천 낙안읍성","전남광주통합특별시 순천시 낙안면 충민길 30",14.559
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,LOCATION,ATTRACTION,"순천","순천드라마촬영장","전남광주통합특별시 순천시 비례골길 24",4.831
NORMAL,순천,"순천만국가정원·오천그린광장 일대",HIT,LOCATION,ATTRACTION,"순천","선암사","전남광주통합특별시 순천시 승주읍 선암사길 450",17.043
